Case ID,Activity,Resource,Complete Timestamp,Worker ID,original_index,End Time
Case 120,Round Grinding,Machine 12,2012/03/14 10:26:00.000,ID4872,421,2012/03/14 10:26
Case 120,Round Grinding,Machine 12,2012/03/14 12:06:00.000,ID4872,422,2012/03/14 12:06
Case 120,Round Grinding,Machine 3,2012/03/14 15:53:00.000,ID4355,423,2012/03/14 15:53
Case 120,Round Grinding,Machine 3,2012/03/14 16:02:00.000,ID4355,424,2012/03/14 16:02
Case 120,Round Grinding,Machine 3,2012/03/14 19:16:00.000,ID4385,425,2012/03/14 19:16
Case 121,Turning & Milling,Machine 5,2012/03/05 23:59:00.000,ID4529,427,2012/03/05 23:59
Case 121,Turning & Milling,Machine 5,2012/03/06 03:00:00.000,ID4529,428,2012/03/06 03:00
Case 121,Turning & Milling,Machine 5,2012/03/06 10:23:00.000,ID4429,430,2012/03/06 10:23
Case 121,Turning & Milling,Machine 4,2012/03/14 15:11:00.000,ID4529,432,2012/03/14 15:11
Case 121,Turning & Milling,Machine 4,2012/03/14 12:34:00.000,ID0997,433,2012/03/14 12:34
Case 121,Turning & Milling,Machine 4,2012/03/14 21:55:00.000,ID4932,434,2012/03/14 21:55
Case 121,Turning & Milling,Machine 4,2012/03/14 23:32:00.000,ID4932,435,2012/03/14 23:32
Case 121,Laser Marking,Machine 7,2012/03/16 11:39:00.000,ID0998,437,2012/03/16 11:39
Case 121,Flat Grinding,Machine 11,2012/03/18 09:52:00.000,ID0998,439,2012/03/18 09:52
Case 121,Lapping,Machine 1,2012/03/18 11:43:00.000,ID0998,440,2012/03/18 11:43
Case 121,Round Grinding,Machine 3,2012/03/19 10:00:00.000,ID4385,441,2012/03/19 10:00
Case 121,Round Grinding,Machine 3,2012/03/19 13:19:00.000,ID4385,442,2012/03/19 13:19
Case 121,Lapping,Machine 1,2012/03/27 13:26:00.000,ID0998,444,2012/03/27 13:26
Case 121,Round Grinding,Machine 3,2012/03/28 06:40:00.000,ID0420,445,2012/03/28 06:40
Case 121,Round Grinding,Machine 3,2012/03/28 13:03:00.000,ID4445,446,2012/03/28 13:03
Case 122,Turning & Milling,Machine 5,2012/03/04 12:57:00.000,ID4429,447,2012/03/04 12:57
Case 122,Turning & Milling,Machine 5,2012/03/04 17:59:00.000,ID4429,448,2012/03/04 17:59
Case 122,Turning & Milling,Machine 5,2012/03/05 12:14:00.000,ID4429,449,2012/03/05 12:14
Case 122,Turning & Milling,Machine 5,2012/03/05 15:56:00.000,ID4429,450,2012/03/05 15:56
Case 122,Laser Marking,Machine 7,2012/03/07 10:23:00.000,ID0998,453,2012/03/07 10:23
Case 122,Flat Grinding,Machine 11,2012/03/07 12:14:00.000,ID4882,455,2012/03/07 12:14
Case 122,Lapping,Machine 1,2012/03/07 16:12:00.000,ID0998,456,2012/03/07 16:12
Case 122,Round Grinding,Machine 2,2012/03/07 22:36:00.000,ID4445,457,2012/03/07 22:36
Case 122,Round Grinding,Machine 2,2012/03/08 02:21:00.000,ID4445,458,2012/03/08 02:21
Case 122,Lapping,Machine 1,2012/03/21 01:15:00.000,ID4882,461,2012/03/21 01:15
Case 122,Lapping,Machine 1,2012/03/21 10:10:00.000,ID0998,462,2012/03/21 10:10
Case 122,Round Grinding,Machine 2,2012/03/21 15:46:00.000,ID4385,463,2012/03/21 15:46
Case 122,Round Grinding,Machine 2,2012/03/21 17:55:00.000,ID4355,464,2012/03/21 17:55
Case 122,Round Grinding,Machine 2,2012/03/21 21:55:00.000,ID4355,465,2012/03/21 21:55
Case 122,Laser Marking,Machine 7,2012/03/25 10:10:00.000,ID0998,468,2012/03/25 10:10
Case 123,Turning & Milling,Machine 4,2012/03/14 01:15:00.000,ID4429,473,2012/03/14 01:15
Case 123,Turning & Milling,Machine 4,2012/03/15 02:00:00.000,ID4932,474,2012/03/15 02:00
Case 123,Turning & Milling,Machine 4,2012/03/15 06:30:00.000,ID4932,475,2012/03/15 06:30
Case 123,Turning & Milling,Machine 4,2012/03/15 08:51:00.000,ID4167,476,2012/03/15 08:51
Case 123,Turning & Milling,Machine 4,2012/03/15 17:56:00.000,ID4167,477,2012/03/15 17:56
Case 123,Turning & Milling,Machine 4,2012/03/16 01:27:00.000,ID4932,478,2012/03/16 01:27
Case 123,Turning & Milling,Machine 4,2012/03/16 03:30:00.000,ID4932,479,2012/03/16 03:30
Case 123,Turning & Milling,Machine 4,2012/03/16 04:47:00.000,ID4932,480,2012/03/16 04:47
Case 123,Turning & Milling,Machine 4,2012/03/16 07:12:00.000,ID4167,481,2012/03/16 07:12
Case 123,Turning & Milling,Machine 4,2012/03/16 12:48:00.000,ID4167,482,2012/03/16 12:48
Case 123,Turning & Milling,Machine 4,2012/03/18 11:30:00.000,ID4932,484,2012/03/18 11:30
Case 123,Turning & Milling,Machine 4,2012/03/18 00:57:00.000,ID4641,485,2012/03/18 00:57
Case 123,Turning & Milling,Machine 4,2012/03/18 02:26:00.000,ID4641,486,2012/03/18 02:26
Case 123,Turning & Milling,Machine 4,2012/03/18 07:13:00.000,ID4932,487,2012/03/18 07:13
Case 123,Turning & Milling,Machine 4,2012/03/18 09:20:00.000,ID4932,489,2012/03/18 09:20
Case 123,Turning & Milling,Machine 4,2012/03/18 09:21:00.000,ID4932,490,2012/03/18 09:21
Case 123,Laser Marking,Machine 7,2012/03/18 15:53:00.000,ID4718,491,2012/03/18 15:53
Case 124,Turning & Milling,Machine 4,2012/03/20 14:34:00.000,ID4932,492,2012/03/20 14:34
Case 124,Turning & Milling,Machine 4,2012/03/20 15:58:00.000,ID4932,493,2012/03/20 15:58
Case 124,Turning & Milling,Machine 4,2012/03/20 17:54:00.000,ID4429,494,2012/03/20 17:54
Case 124,Turning & Milling,Machine 4,2012/03/20 22:36:00.000,ID4167,495,2012/03/20 22:36
Case 124,Laser Marking,Machine 7,2012/03/21 16:20:00.000,ID0998,497,2012/03/21 16:20
Case 124,Lapping,Machine 1,2012/03/22 07:46:00.000,ID4718,498,2012/03/22 07:46
Case 125,Turning & Milling,Machine 6,2012/03/29 06:42:00.000,ID4794,502,2012/03/29 06:42
Case 125,Turning & Milling,Machine 6,2012/03/29 13:22:00.000,ID4167,503,2012/03/29 13:22
Case 125,Turning & Milling,Machine 6,2012/03/29 15:58:00.000,ID4167,505,2012/03/29 15:58
Case 125,Turning & Milling,Machine 6,2012/03/29 17:29:00.000,ID4429,506,2012/03/29 17:29
Case 126,Turning & Milling,Machine 4,2012/03/21 01:15:00.000,ID4429,507,2012/03/21 01:15
Case 126,Turning & Milling,Machine 4,2012/03/22 06:51:00.000,ID4167,508,2012/03/22 06:51
Case 126,Turning & Milling,Machine 4,2012/03/22 07:57:00.000,ID4932,509,2012/03/22 07:57
Case 126,Turning & Milling,Machine 4,2012/03/22 11:14:00.000,ID4932,511,2012/03/22 11:14
Case 126,Laser Marking,Machine 7,2012/03/25 15:41:00.000,ID0998,513,2012/03/25 15:41
Case 126,Lapping,Machine 1,2012/03/26 01:15:00.000,ID4882,514,2012/03/26 01:15
Case 126,Lapping,Machine 1,2012/03/26 09:14:00.000,ID0998,515,2012/03/26 09:14
Case 126,Lapping,Machine 1,2012/03/26 09:52:00.000,ID4882,516,2012/03/26 09:52
Case 126,Round Grinding,Machine 12,2012/03/26 23:45:00.000,ID4528,517,2012/03/26 23:45
Case 126,Round Grinding,Machine 12,2012/03/27 07:48:00.000,ID4872,518,2012/03/27 07:48
Case 126,Round Grinding,Machine 12,2012/03/27 10:24:00.000,ID4872,519,2012/03/27 10:24
Case 127,Turning & Milling,Machine 6,2012/03/04 15:14:00.000,ID4794,522,2012/03/04 15:14
Case 127,Turning & Milling,Machine 6,2012/03/04 15:59:00.000,ID4794,523,2012/03/04 15:59
Case 127,Turning & Milling,Machine 6,2012/03/04 20:08:00.000,ID4167,524,2012/03/04 20:08
Case 127,Turning & Milling,Machine 6,2012/03/05 06:43:00.000,ID4529,525,2012/03/05 06:43
Case 127,Turning & Milling,Machine 6,2012/03/05 16:01:00.000,ID4794,527,2012/03/05 16:01
Case 127,Turning & Milling,Machine 6,2012/03/06 00:12:00.000,ID4529,528,2012/03/06 00:12
Case 127,Turning & Milling,Machine 6,2012/03/05 22:54:00.000,ID4529,529,2012/03/05 22:54
Case 127,Lapping,Machine 1,2012/03/06 01:15:00.000,ID4882,530,2012/03/06 01:15
Case 127,Turning & Milling,Machine 6,2012/03/06 06:25:00.000,ID0997,531,2012/03/06 06:25
Case 127,Turning & Milling,Machine 6,2012/03/06 10:29:00.000,ID4794,533,2012/03/06 10:29
Case 127,Turning & Milling,Machine 6,2012/03/06 15:53:00.000,ID4794,534,2012/03/06 15:53
Case 127,Lapping,Machine 1,2012/03/06 15:12:00.000,ID0998,536,2012/03/06 15:12
Case 127,Turning & Milling,Machine 6,2012/03/07 06:50:00.000,ID0997,537,2012/03/07 06:50
Case 127,Laser Marking,Machine 7,2012/03/07 01:43:00.000,ID4445,538,2012/03/07 01:43
Case 127,Turning & Milling,Machine 6,2012/03/07 15:42:00.000,ID4794,540,2012/03/07 15:42
Case 127,Lapping,Machine 1,2012/03/08 15:55:00.000,ID0998,545,2012/03/08 15:55
Case 127,Laser Marking,Machine 7,2012/03/08 22:09:00.000,ID4445,546,2012/03/08 22:09
Case 127,Lapping,Machine 1,2012/03/12 12:20:00.000,ID0998,552,2012/03/12 12:20
Case 127,Laser Marking,Machine 7,2012/03/12 12:21:00.000,ID0998,553,2012/03/12 12:21
Case 127,Laser Marking,Machine 7,2012/03/13 15:15:00.000,ID4355,555,2012/03/13 15:15
Case 127,Lapping,Machine 1,2012/03/15 01:15:00.000,ID4882,556,2012/03/15 01:15
Case 127,Lapping,Machine 1,2012/03/15 13:59:00.000,ID4882,557,2012/03/15 13:59
Case 129,Turning & Milling,Machine 8,2012/03/06 18:21:00.000,ID4219,562,2012/03/06 18:21
Case 129,Turning & Milling,Machine 8,2012/03/07 18:59:00.000,ID4219,564,2012/03/07 18:59
Case 129,Turning & Milling,Machine 8,2012/03/07 22:06:00.000,ID0997,565,2012/03/07 22:06
Case 129,Lapping,Machine 1,2012/03/09 11:59:00.000,ID0998,567,2012/03/09 11:59
Case 129,Laser Marking,Machine 7,2012/03/20 09:11:00.000,ID0998,571,2012/03/20 09:11
Case 13,Laser Marking,Machine 7,2012/01/18 08:25:00.000,ID4872,577,2012/01/18 08:25
Case 130,Turning & Milling,Machine 6,2012/03/08 01:08:00.000,ID4529,579,2012/03/08 01:08
Case 133,Turning & Milling,Machine 4,2012/03/28 01:15:00.000,ID4429,580,2012/03/28 01:15
Case 133,Turning & Milling,Machine 4,2012/03/29 04:43:00.000,ID4932,581,2012/03/29 04:43
Case 133,Turning & Milling,Machine 4,2012/03/29 06:40:00.000,ID4932,582,2012/03/29 06:40
Case 133,Turning & Milling,Machine 4,2012/03/29 16:03:00.000,ID4167,583,2012/03/29 16:03
Case 134,Turning & Milling,Machine 4,2012/03/29 19:49:00.000,ID4932,584,2012/03/29 19:49
Case 134,Turning & Milling,Machine 4,2012/03/30 00:00:00.000,ID4932,585,2012/03/30 00:00
Case 134,Turning & Milling,Machine 4,2012/03/30 11:25:00.000,ID4167,586,2012/03/30 11:25
Case 134,Turning & Milling,Machine 4,2012/03/31 05:45:00.000,ID4932,587,2012/03/31 05:45
Case 135,Turning & Milling,Machine 5,2012/03/22 06:30:00.000,ID4529,588,2012/03/22 06:30
Case 135,Turning & Milling,Machine 5,2012/03/22 12:17:00.000,ID4429,589,2012/03/22 12:17
Case 135,Turning & Milling,Machine 5,2012/03/22 09:59:00.000,ID4718,590,2012/03/22 09:59
Case 135,Turning & Milling,Machine 5,2012/03/23 01:23:00.000,ID4529,591,2012/03/23 01:23
Case 135,Turning & Milling,Machine 5,2012/03/23 02:57:00.000,ID4529,592,2012/03/23 02:57
Case 135,Turning & Milling,Machine 5,2012/03/23 06:31:00.000,ID4529,593,2012/03/23 06:31
Case 135,Turning & Milling,Machine 5,2012/03/23 12:29:00.000,ID4429,594,2012/03/23 12:29
Case 135,Turning & Milling,Machine 5,2012/03/24 15:49:00.000,ID4932,595,2012/03/24 15:49
Case 135,Turning & Milling,Machine 5,2012/03/24 22:49:00.000,ID4794,596,2012/03/24 22:49
Case 135,Turning & Milling,Machine 5,2012/03/25 06:45:00.000,ID4794,597,2012/03/25 06:45
Case 135,Turning & Milling,Machine 5,2012/03/25 10:39:00.000,ID4529,598,2012/03/25 10:39
Case 135,Turning & Milling,Machine 5,2012/03/25 12:27:00.000,ID4529,599,2012/03/25 12:27
Case 135,Turning & Milling,Machine 5,2012/03/25 23:36:00.000,ID4429,600,2012/03/25 23:36
Case 135,Turning & Milling,Machine 5,2012/03/26 06:38:00.000,ID4794,601,2012/03/26 06:38
Case 135,Turning & Milling,Machine 5,2012/03/26 09:11:00.000,ID4529,602,2012/03/26 09:11
Case 135,Turning & Milling,Machine 5,2012/03/26 15:41:00.000,ID4529,604,2012/03/26 15:41
Case 135,Turning & Milling,Machine 5,2012/03/26 23:37:00.000,ID4429,605,2012/03/26 23:37
Case 135,Turning & Milling,Machine 5,2012/03/27 06:33:00.000,ID4794,606,2012/03/27 06:33
Case 135,Turning & Milling,Machine 5,2012/03/27 15:00:00.000,ID4167,607,2012/03/27 15:00
Case 135,Turning & Milling,Machine 5,2012/03/27 16:00:00.000,ID4167,609,2012/03/27 16:00
Case 135,Turning & Milling,Machine 5,2012/03/27 18:08:00.000,ID4429,610,2012/03/27 18:08
Case 135,Turning & Milling,Machine 5,2012/03/27 23:33:00.000,ID4932,611,2012/03/27 23:33
Case 135,Turning & Milling,Machine 5,2012/03/28 01:16:00.000,ID4932,612,2012/03/28 01:16
Case 135,Turning & Milling,Machine 5,2012/03/28 06:40:00.000,ID4932,613,2012/03/28 06:40
Case 135,Turning & Milling,Machine 5,2012/03/28 16:09:00.000,ID4167,614,2012/03/28 16:09
Case 135,Turning & Milling,Machine 5,2012/03/28 23:40:00.000,ID4429,616,2012/03/28 23:40
Case 135,Turning & Milling,Machine 5,2012/03/29 06:41:00.000,ID4932,617,2012/03/29 06:41
Case 135,Turning & Milling,Machine 5,2012/03/29 16:04:00.000,ID4167,618,2012/03/29 16:04
Case 135,Turning & Milling,Machine 5,2012/03/29 23:28:00.000,ID4429,620,2012/03/29 23:28
Case 135,Turning & Milling,Machine 5,2012/03/30 05:45:00.000,ID4932,621,2012/03/30 05:45
Case 135,Turning & Milling,Machine 5,2012/03/30 11:27:00.000,ID4167,622,2012/03/30 11:27
Case 136,Turning & Milling,Machine 6,2012/03/29 23:34:00.000,ID4794,624,2012/03/29 23:34
Case 136,Turning & Milling,Machine 6,2012/03/30 05:55:00.000,ID4794,625,2012/03/30 05:55
Case 137,Turning & Milling,Machine 4,2012/03/27 23:38:00.000,ID4429,627,2012/03/27 23:38
Case 137,Turning & Milling,Machine 4,2012/03/28 04:11:00.000,ID4932,628,2012/03/28 04:11
Case 137,Turning & Milling,Machine 4,2012/03/28 16:09:00.000,ID4167,629,2012/03/28 16:09
Case 138,Turning & Milling,Machine 4,2012/03/26 18:01:00.000,ID4167,631,2012/03/26 18:01
Case 138,Turning & Milling,Machine 4,2012/03/27 00:44:00.000,ID4932,632,2012/03/27 00:44
Case 138,Turning & Milling,Machine 4,2012/03/27 06:34:00.000,ID4932,633,2012/03/27 06:34
Case 138,Turning & Milling,Machine 4,2012/03/27 16:04:00.000,ID4167,634,2012/03/27 16:04
Case 138,Turning & Milling,Machine 5,2012/03/27 18:09:00.000,ID4429,635,2012/03/27 18:09
Case 138,Laser Marking,Machine 7,2012/03/28 14:43:00.000,ID4882,639,2012/03/28 14:43
Case 140,Turning & Milling,Machine 5,2012/03/19 17:59:00.000,ID4429,641,2012/03/19 17:59
Case 140,Turning & Milling,Machine 5,2012/03/19 21:35:00.000,ID4167,642,2012/03/19 21:35
Case 140,Laser Marking,Machine 7,2012/03/20 14:52:00.000,ID4882,644,2012/03/20 14:52
Case 140,Lapping,Machine 1,2012/03/27 10:22:00.000,ID0998,645,2012/03/27 10:22
Case 140,Round Grinding,Machine 2,2012/03/27 16:14:00.000,ID4355,646,2012/03/27 16:14
Case 140,Round Grinding,Machine 2,2012/03/27 17:06:00.000,ID4355,647,2012/03/27 17:06
Case 140,Round Grinding,Machine 2,2012/03/27 17:43:00.000,ID4355,648,2012/03/27 17:43
Case 140,Round Grinding,Machine 2,2012/03/30 00:26:00.000,ID4385,650,2012/03/30 00:26
Case 141,Turning & Milling,Machine 4,2012/03/26 01:15:00.000,ID4429,653,2012/03/26 01:15
Case 145,Flat Grinding,Machine 11,2012/02/20 17:39:00.000,ID0998,663,2012/02/20 17:39
Case 145,Lapping,Machine 1,2012/03/01 14:43:00.000,ID0998,664,2012/03/01 14:43
Case 145,Wire Cut,Machine 13,2012/03/07 13:00:00.000,ID3767,666,2012/03/07 13:00
Case 145,Wire Cut,Machine 18,2012/03/07 15:00:00.000,ID3767,667,2012/03/07 15:00
Case 145,Wire Cut,Machine 18,2012/03/08 04:30:00.000,ID4861,668,2012/03/08 04:30
Case 145,Lapping,Machine 1,2012/03/09 13:35:00.000,ID0998,670,2012/03/09 13:35
Case 145,Laser Marking,Machine 7,2012/03/09 12:54:00.000,ID0998,671,2012/03/09 12:54
Case 150,Flat Grinding,Machine 11,2012/02/02 01:15:00.000,ID4618,691,2012/02/02 01:15
Case 150,Laser Marking,Machine 7,2012/02/02 01:15:00.000,ID4618,692,2012/02/02 01:15
Case 150,Round Grinding,Machine 3,2012/02/02 01:15:00.000,ID4618,693,2012/02/02 01:15
Case 154,Flat Grinding,Machine 26,2012/01/06 11:30:00.000,ID3716,701,2012/01/06 11:30
Case 155,Turning & Milling,Machine 8,2012/01/06 12:38:00.000,ID0997,705,2012/01/06 12:38
Case 155,Turning & Milling,Machine 8,2012/01/06 13:53:00.000,ID0997,706,2012/01/06 13:53
Case 155,Turning & Milling,Machine 8,2012/01/08 15:39:00.000,ID0997,707,2012/01/08 15:39
Case 155,Laser Marking,Machine 7,2012/01/10 08:12:00.000,ID4882,710,2012/01/10 08:12
Case 155,Laser Marking,Machine 7,2012/01/10 09:10:00.000,ID0998,711,2012/01/10 09:10
Case 155,Lapping,Machine 1,2012/01/10 10:33:00.000,ID4882,712,2012/01/10 10:33
Case 156,Turning & Milling,Machine 9,2012/02/20 23:50:00.000,ID4641,716,2012/02/20 23:50
Case 156,Turning & Milling,Machine 9,2012/02/21 06:50:00.000,ID4641,717,2012/02/21 06:50
Case 156,Turning & Milling,Machine 9,2012/02/22 03:56:00.000,ID4641,718,2012/02/22 03:56
Case 156,Turning & Milling,Machine 9,2012/02/22 06:34:00.000,ID4641,719,2012/02/22 06:34
Case 156,Turning & Milling,Machine 9,2012/02/23 06:41:00.000,ID4641,720,2012/02/23 06:41
Case 156,Laser Marking,Machine 7,2012/02/29 15:42:00.000,ID4445,724,2012/02/29 15:42
Case 156,Lapping,Machine 1,2012/03/01 02:34:00.000,ID0420,725,2012/03/01 02:34
Case 156,Turning & Milling,Machine 10,2012/03/06 16:30:00.000,ID4618,728,2012/03/06 16:30
Case 157,Lapping,Machine 1,2012/02/21 01:15:00.000,ID0937,730,2012/02/21 01:15
Case 17,Laser Marking,Machine 7,2012/02/29 15:02:00.000,ID4445,759,2012/02/29 15:02
Case 174,Turning & Milling,Machine 6,2012/03/19 02:14:00.000,ID4529,784,2012/03/19 02:14
Case 174,Turning & Milling,Machine 6,2012/03/19 12:12:00.000,ID4794,785,2012/03/19 12:12
Case 174,Turning & Milling,Machine 6,2012/03/19 16:01:00.000,ID4794,787,2012/03/19 16:01
Case 174,Turning & Milling,Machine 6,2012/03/19 17:49:00.000,ID4718,788,2012/03/19 17:49
Case 174,Turning & Milling,Machine 6,2012/03/19 23:28:00.000,ID0997,789,2012/03/19 23:28
Case 174,Turning & Milling,Machine 6,2012/03/20 06:40:00.000,ID4529,790,2012/03/20 06:40
Case 174,Turning & Milling,Machine 6,2012/03/20 13:29:00.000,ID4794,791,2012/03/20 13:29
Case 174,Laser Marking,Machine 7,2012/03/29 09:20:00.000,ID0998,794,2012/03/29 09:20
Case 174,Lapping,Machine 1,2012/03/29 10:48:00.000,ID0998,795,2012/03/29 10:48
Case 174,Lapping,Machine 1,2012/03/29 10:58:00.000,ID4872,796,2012/03/29 10:58
Case 174,Lapping,Machine 1,2012/03/29 12:51:00.000,ID0998,797,2012/03/29 12:51
Case 174,Round Grinding,Machine 12,2012/03/29 12:13:00.000,ID4872,798,2012/03/29 12:13
Case 174,Round Grinding,Machine 12,2012/03/29 14:35:00.000,ID4872,799,2012/03/29 14:35
Case 174,Round Grinding,Machine 12,2012/03/29 15:46:00.000,ID4872,800,2012/03/29 15:46
Case 174,Lapping,Machine 1,2012/03/29 21:36:00.000,ID4528,801,2012/03/29 21:36
Case 177,Lapping,Machine 1,2012/01/04 10:25:00.000,ID0998,806,2012/01/04 10:25
Case 177,Round Grinding,Machine 2,2012/01/08 15:08:00.000,ID4385,807,2012/01/08 15:08
Case 177,Round Grinding,Machine 2,2012/01/08 15:57:00.000,ID4385,808,2012/01/08 15:57
Case 177,Round Grinding,Machine 2,2012/01/08 22:13:00.000,ID4355,809,2012/01/08 22:13
Case 177,Lapping,Machine 1,2012/03/30 01:15:00.000,ID4163,817,2012/03/30 01:15
Case 178,Round Grinding,Machine 3,2012/01/02 04:50:00.000,ID4445,818,2012/01/02 04:50
Case 178,Round Grinding,Machine 2,2012/01/02 11:00:00.000,ID4355,819,2012/01/02 11:00
Case 178,Lapping,Machine 1,2012/01/15 15:12:00.000,ID4882,822,2012/01/15 15:12
Case 178,Lapping,Machine 1,2012/01/15 17:27:00.000,ID0998,823,2012/01/15 17:27
Case 178,Lapping,Machine 1,2012/03/14 01:15:00.000,ID0937,848,2012/03/14 01:15
Case 178,Laser Marking,Machine 7,2012/03/14 01:15:00.000,ID0937,849,2012/03/14 01:15
Case 178,Round Grinding,Machine 3,2012/03/14 01:15:00.000,ID0937,850,2012/03/14 01:15
Case 18,Turning & Milling,Machine 5,2012/01/18 05:31:00.000,ID4932,859,2012/01/18 05:31
Case 18,Turning & Milling,Machine 5,2012/01/18 06:39:00.000,ID4932,860,2012/01/18 06:39
Case 18,Turning & Milling,Machine 5,2012/01/18 08:44:00.000,ID4429,861,2012/01/18 08:44
Case 18,Turning & Milling,Machine 5,2012/01/18 20:12:00.000,ID4932,862,2012/01/18 20:12
Case 18,Turning & Milling,Machine 5,2012/01/19 06:46:00.000,ID4932,863,2012/01/19 06:46
Case 18,Turning & Milling,Machine 4,2012/01/19 05:33:00.000,ID4932,864,2012/01/19 05:33
Case 18,Turning & Milling,Machine 5,2012/01/19 08:27:00.000,ID4429,865,2012/01/19 08:27
Case 18,Turning & Milling,Machine 4,2012/01/19 17:29:00.000,ID4167,866,2012/01/19 17:29
Case 18,Turning & Milling,Machine 5,2012/01/19 17:57:00.000,ID4429,867,2012/01/19 17:57
Case 18,Turning & Milling,Machine 5,2012/01/20 06:54:00.000,ID4932,868,2012/01/20 06:54
Case 18,Turning & Milling,Machine 4,2012/01/19 19:59:00.000,ID4932,869,2012/01/19 19:59
Case 18,Turning & Milling,Machine 5,2012/01/20 06:54:00.000,ID4932,870,2012/01/20 06:54
Case 18,Turning & Milling,Machine 4,2012/01/20 14:52:00.000,ID4167,871,2012/01/20 14:52
Case 18,Turning & Milling,Machine 5,2012/01/21 23:54:00.000,ID4529,872,2012/01/21 23:54
Case 18,Turning & Milling,Machine 4,2012/01/21 20:55:00.000,ID4529,873,2012/01/21 20:55
